areaCode,areaName,areaType,date,cumPeopleVaccinatedCompleteByPublishDate,newAdmissions,newCasesByPublishDate,newDailyNsoDeathsByDeathDate,newVaccinesGivenByPublishDate
K02000001,United Kingdom,overview,2020-08-23,,74,1160,17,
K02000001,United Kingdom,overview,2020-08-22,,72,1288,12,
K02000001,United Kingdom,overview,2020-08-21,,109,1033,10,
K02000001,United Kingdom,overview,2020-08-20,,98,1182,16,
K02000001,United Kingdom,overview,2020-08-19,,117,812,13,
K02000001,United Kingdom,overview,2020-08-18,,131,1089,15,
K02000001,United Kingdom,overview,2020-08-17,,98,713,21,
K02000001,United Kingdom,overview,2020-08-16,,80,1040,15,
K02000001,United Kingdom,overview,2020-08-15,,99,1077,23,
K02000001,United Kingdom,overview,2020-08-14,,103,1441,18,
K02000001,United Kingdom,overview,2020-08-13,,130,1129,23,
K02000001,United Kingdom,overview,2020-08-12,,101,1009,24,
K02000001,United Kingdom,overview,2020-08-11,,114,1148,20,
K02000001,United Kingdom,overview,2020-08-10,,87,740,25,
K02000001,United Kingdom,overview,2020-08-09,,107,1062,19,
K02000001,United Kingdom,overview,2020-08-08,,141,758,22,
K02000001,United Kingdom,overview,2020-08-07,,116,871,24,
K02000001,United Kingdom,overview,2020-08-06,,102,950,21,
K02000001,United Kingdom,overview,2020-08-05,,141,892,13,
K02000001,United Kingdom,overview,2020-08-04,,128,670,27,
K02000001,United Kingdom,overview,2020-08-03,,110,898,23,
K02000001,United Kingdom,overview,2020-08-02,,95,744,17,
K02000001,United Kingdom,overview,2020-08-01,,127,761,20,
K02000001,United Kingdom,overview,2020-07-31,,115,880,31,
K02000001,United Kingdom,overview,2020-07-30,,132,846,17,
K02000001,United Kingdom,overview,2020-07-29,,133,763,28,
K02000001,United Kingdom,overview,2020-07-28,,119,581,26,
K02000001,United Kingdom,overview,2020-07-27,,130,685,18,
K02000001,United Kingdom,overview,2020-07-26,,109,745,32,
K02000001,United Kingdom,overview,2020-07-25,,119,767,23,
K02000001,United Kingdom,overview,2020-07-24,,158,768,19,
K02000001,United Kingdom,overview,2020-07-23,,200,769,36,
K02000001,United Kingdom,overview,2020-07-22,,158,560,34,
K02000001,United Kingdom,overview,2020-07-21,,127,445,31,
K02000001,United Kingdom,overview,2020-07-20,,131,557,31,
K02000001,United Kingdom,overview,2020-07-19,,126,726,24,
K02000001,United Kingdom,overview,2020-07-18,,105,827,31,
K02000001,United Kingdom,overview,2020-07-17,,144,687,34,
K02000001,United Kingdom,overview,2020-07-16,,167,642,21,
K02000001,United Kingdom,overview,2020-07-15,,166,538,41,
K02000001,United Kingdom,overview,2020-07-14,,187,398,42,
K02000001,United Kingdom,overview,2020-07-13,,189,530,45,
K02000001,United Kingdom,overview,2020-07-12,,114,650,32,
K02000001,United Kingdom,overview,2020-07-11,,177,820,38,
K02000001,United Kingdom,overview,2020-07-10,,175,512,44,
K02000001,United Kingdom,overview,2020-07-09,,215,642,61,
K02000001,United Kingdom,overview,2020-07-08,,208,630,47,
K02000001,United Kingdom,overview,2020-07-07,,215,581,43,
K02000001,United Kingdom,overview,2020-07-06,,205,343,54,
K02000001,United Kingdom,overview,2020-07-05,,196,516,52,
K02000001,United Kingdom,overview,2020-07-04,,203,624,52,
K02000001,United Kingdom,overview,2020-07-03,,214,544,48,
K02000001,United Kingdom,overview,2020-07-02,,217,576,61,
K02000001,United Kingdom,overview,2020-07-01,,269,829,54,
K02000001,United Kingdom,overview,2020-06-30,,296,689,81,
K02000001,United Kingdom,overview,2020-06-29,,221,815,69,
K02000001,United Kingdom,overview,2020-06-28,,208,901,71,
K02000001,United Kingdom,overview,2020-06-27,,287,890,73,
K02000001,United Kingdom,overview,2020-06-26,,339,1006,79,
K02000001,United Kingdom,overview,2020-06-25,,325,1118,108,
K02000001,United Kingdom,overview,2020-06-24,,368,653,101,
K02000001,United Kingdom,overview,2020-06-23,,363,874,97,
K02000001,United Kingdom,overview,2020-06-22,,395,958,83,
K02000001,United Kingdom,overview,2020-06-21,,288,1221,80,
K02000001,United Kingdom,overview,2020-06-20,,257,1295,87,
K02000001,United Kingdom,overview,2020-06-19,,336,1346,88,
K02000001,United Kingdom,overview,2020-06-18,,405,1218,90,
K02000001,United Kingdom,overview,2020-06-17,,433,1115,105,
K02000001,United Kingdom,overview,2020-06-16,,456,1279,120,
K02000001,United Kingdom,overview,2020-06-15,,440,1056,107,
K02000001,United Kingdom,overview,2020-06-14,,364,1514,136,
K02000001,United Kingdom,overview,2020-06-13,,386,1425,101,
K02000001,United Kingdom,overview,2020-06-12,,394,1541,135,
K02000001,United Kingdom,overview,2020-06-11,,446,1266,121,
K02000001,United Kingdom,overview,2020-06-10,,512,1003,166,
K02000001,United Kingdom,overview,2020-06-09,,493,1387,137,
K02000001,United Kingdom,overview,2020-06-08,,412,1205,161,
K02000001,United Kingdom,overview,2020-06-07,,408,1326,163,
K02000001,United Kingdom,overview,2020-06-06,,407,1557,151,
K02000001,United Kingdom,overview,2020-06-05,,475,1650,184,
K02000001,United Kingdom,overview,2020-06-04,,566,1805,183,
K02000001,United Kingdom,overview,2020-06-03,,634,1871,203,
K02000001,United Kingdom,overview,2020-06-02,,668,1613,233,
K02000001,United Kingdom,overview,2020-06-01,,604,1570,199,
K02000001,United Kingdom,overview,2020-05-31,,529,1936,195,
K02000001,United Kingdom,overview,2020-05-30,,568,2445,219,
K02000001,United Kingdom,overview,2020-05-29,,615,2095,254,
K02000001,United Kingdom,overview,2020-05-28,,703,1887,288,
K02000001,United Kingdom,overview,2020-05-27,,712,2013,282,
K02000001,United Kingdom,overview,2020-05-26,,698,2004,300,
K02000001,United Kingdom,overview,2020-05-25,,602,1625,279,
K02000001,United Kingdom,overview,2020-05-24,,587,2409,281,
K02000001,United Kingdom,overview,2020-05-23,,643,2959,284,
K02000001,United Kingdom,overview,2020-05-22,,740,3287,300,
K02000001,United Kingdom,overview,2020-05-21,,841,2615,342,
K02000001,United Kingdom,overview,2020-05-20,,851,2472,353,
K02000001,United Kingdom,overview,2020-05-19,,881,2412,372,
K02000001,United Kingdom,overview,2020-05-18,,850,2684,407,
K02000001,United Kingdom,overview,2020-05-17,,793,3562,377,
K02000001,United Kingdom,overview,2020-05-16,,813,3451,419,
K02000001,United Kingdom,overview,2020-05-15,,871,3560,421,
K02000001,United Kingdom,overview,2020-05-14,,909,3446,465,
K02000001,United Kingdom,overview,2020-05-13,,966,3242,454,
K02000001,United Kingdom,overview,2020-05-12,,983,3403,441,
K02000001,United Kingdom,overview,2020-05-11,,1029,3877,428,
K02000001,United Kingdom,overview,2020-05-10,,916,3923,494,
K02000001,United Kingdom,overview,2020-05-09,,944,3896,539,
K02000001,United Kingdom,overview,2020-05-08,,910,4649,569,
K02000001,United Kingdom,overview,2020-05-07,,1166,5614,631,
K02000001,United Kingdom,overview,2020-05-06,,1206,6111,627,
K02000001,United Kingdom,overview,2020-05-05,,1146,4406,642,
K02000001,United Kingdom,overview,2020-05-04,,1249,3985,676,
K02000001,United Kingdom,overview,2020-05-03,,1188,4339,662,
K02000001,United Kingdom,overview,2020-05-02,,1181,4806,705,
K02000001,United Kingdom,overview,2020-05-01,,1263,6201,786,
K02000001,United Kingdom,overview,2020-04-30,,1441,6032,780,
K02000001,United Kingdom,overview,2020-04-29,,1488,4076,817,
K02000001,United Kingdom,overview,2020-04-28,,1518,3996,801,
K02000001,United Kingdom,overview,2020-04-27,,1538,4310,866,
K02000001,United Kingdom,overview,2020-04-26,,1355,4463,894,
K02000001,United Kingdom,overview,2020-04-25,,1253,4913,919,
K02000001,United Kingdom,overview,2020-04-24,,1526,5386,1005,
K02000001,United Kingdom,overview,2020-04-23,,1514,4583,1038,
K02000001,United Kingdom,overview,2020-04-22,,1529,4451,1102,
K02000001,United Kingdom,overview,2020-04-21,,1712,4301,1085,
K02000001,United Kingdom,overview,2020-04-20,,1734,4676,1160,
K02000001,United Kingdom,overview,2020-04-19,,1657,5850,1122,
K02000001,United Kingdom,overview,2020-04-18,,1629,5526,1189,
K02000001,United Kingdom,overview,2020-04-17,,1967,5599,1272,
K02000001,United Kingdom,overview,2020-04-16,,2011,4618,1322,
K02000001,United Kingdom,overview,2020-04-15,,1880,4605,1276,
K02000001,United Kingdom,overview,2020-04-14,,2088,5252,1254,
K02000001,United Kingdom,overview,2020-04-13,,2162,4342,1232,
K02000001,United Kingdom,overview,2020-04-12,,2066,5288,1378,
K02000001,United Kingdom,overview,2020-04-11,,2163,5234,1365,
K02000001,United Kingdom,overview,2020-04-10,,2463,5706,1319,
K02000001,United Kingdom,overview,2020-04-09,,2629,4675,1375,
K02000001,United Kingdom,overview,2020-04-08,,2967,5865,1461,
K02000001,United Kingdom,overview,2020-04-07,,3150,3888,1293,
K02000001,United Kingdom,overview,2020-04-06,,3046,4143,1170,
K02000001,United Kingdom,overview,2020-04-05,,2916,6199,1220,
K02000001,United Kingdom,overview,2020-04-04,,2922,4000,1147,
K02000001,United Kingdom,overview,2020-04-03,,2930,4672,1061,
K02000001,United Kingdom,overview,2020-04-02,,3286,4522,1007,
K02000001,United Kingdom,overview,2020-04-01,,3567,4567,924,
K02000001,United Kingdom,overview,2020-03-31,,2832,3250,831,
K02000001,United Kingdom,overview,2020-03-30,,3192,2665,711,
K02000001,United Kingdom,overview,2020-03-29,,2489,2502,586,
K02000001,United Kingdom,overview,2020-03-28,,2192,2556,516,
K02000001,United Kingdom,overview,2020-03-27,,2227,2890,463,
K02000001,United Kingdom,overview,2020-03-26,,1927,2129,413,
K02000001,United Kingdom,overview,2020-03-25,,2085,1452,337,
K02000001,United Kingdom,overview,2020-03-24,,1717,1427,263,
K02000001,United Kingdom,overview,2020-03-23,,1274,967,208,
K02000001,United Kingdom,overview,2020-03-22,,,665,183,
K02000001,United Kingdom,overview,2020-03-21,,,1035,144,
K02000001,United Kingdom,overview,2020-03-20,,,714,118,
K02000001,United Kingdom,overview,2020-03-19,,,643,79,
K02000001,United Kingdom,overview,2020-03-18,,,676,73,
K02000001,United Kingdom,overview,2020-03-17,,,407,58,
K02000001,United Kingdom,overview,2020-03-16,,,152,51,
K02000001,United Kingdom,overview,2020-03-15,,,330,31,
K02000001,United Kingdom,overview,2020-03-14,,,264,21,
K02000001,United Kingdom,overview,2020-03-13,,,207,16,
K02000001,United Kingdom,overview,2020-03-12,,,134,13,
K02000001,United Kingdom,overview,2020-03-11,,,83,7,
K02000001,United Kingdom,overview,2020-03-10,,,52,3,
K02000001,United Kingdom,overview,2020-03-09,,,50,5,
K02000001,United Kingdom,overview,2020-03-08,,,65,2,
K02000001,United Kingdom,overview,2020-03-07,,,46,0,
K02000001,United Kingdom,overview,2020-03-06,,,46,2,
K02000001,United Kingdom,overview,2020-03-05,,,29,2,
K02000001,United Kingdom,overview,2020-03-04,,,34,1,
K02000001,United Kingdom,overview,2020-03-03,,,11,0,
K02000001,United Kingdom,overview,2020-03-02,,,5,1,
K02000001,United Kingdom,overview,2020-03-01,,,12,0,
K02000001,United Kingdom,overview,2020-02-29,,,4,0,
K02000001,United Kingdom,overview,2020-02-28,,,6,0,
K02000001,United Kingdom,overview,2020-02-27,,,0,0,
K02000001,United Kingdom,overview,2020-02-26,,,0,0,
K02000001,United Kingdom,overview,2020-02-25,,,0,0,
K02000001,United Kingdom,overview,2020-02-24,,,4,0,
K02000001,United Kingdom,overview,2020-02-23,,,0,0,
K02000001,United Kingdom,overview,2020-02-22,,,0,1,
K02000001,United Kingdom,overview,2020-02-21,,,0,0,
K02000001,United Kingdom,overview,2020-02-20,,,0,0,
K02000001,United Kingdom,overview,2020-02-19,,,0,0,
K02000001,United Kingdom,overview,2020-02-18,,,0,0,
K02000001,United Kingdom,overview,2020-02-17,,,0,0,
K02000001,United Kingdom,overview,2020-02-16,,,0,0,
K02000001,United Kingdom,overview,2020-02-15,,,0,0,
K02000001,United Kingdom,overview,2020-02-14,,,0,0,
K02000001,United Kingdom,overview,2020-02-13,,,1,0,
K02000001,United Kingdom,overview,2020-02-12,,,0,0,
K02000001,United Kingdom,overview,2020-02-11,,,0,0,
K02000001,United Kingdom,overview,2020-02-10,,,4,0,
K02000001,United Kingdom,overview,2020-02-09,,,1,0,
K02000001,United Kingdom,overview,2020-02-08,,,0,0,
K02000001,United Kingdom,overview,2020-02-07,,,0,0,
K02000001,United Kingdom,overview,2020-02-06,,,1,0,
K02000001,United Kingdom,overview,2020-02-05,,,0,0,
K02000001,United Kingdom,overview,2020-02-04,,,0,0,
K02000001,United Kingdom,overview,2020-02-03,,,0,0,
K02000001,United Kingdom,overview,2020-02-02,,,0,1,
K02000001,United Kingdom,overview,2020-02-01,,,0,0,
K02000001,United Kingdom,overview,2020-01-31,,,2,0,
K02000001,United Kingdom,overview,2020-01-30,,,,1,
