areaCode,areaName,areaType,date,hospitalCases,newCasesByPublishDate
K02000001,United Kingdom,overview,2020-05-11,11967,3877
K02000001,United Kingdom,overview,2020-05-10,11727,3923
K02000001,United Kingdom,overview,2020-05-09,12015,3896
K02000001,United Kingdom,overview,2020-05-08,12053,4649
K02000001,United Kingdom,overview,2020-05-07,12626,5614
K02000001,United Kingdom,overview,2020-05-06,13148,6111
K02000001,United Kingdom,overview,2020-05-05,13723,4406
K02000001,United Kingdom,overview,2020-05-04,14097,3985
K02000001,United Kingdom,overview,2020-05-03,14188,4339
K02000001,United Kingdom,overview,2020-05-02,14380,4806
K02000001,United Kingdom,overview,2020-05-01,14723,6201
K02000001,United Kingdom,overview,2020-04-30,15164,6032
K02000001,United Kingdom,overview,2020-04-29,15521,4076
K02000001,United Kingdom,overview,2020-04-28,15877,3996
K02000001,United Kingdom,overview,2020-04-27,16662,4310
K02000001,United Kingdom,overview,2020-04-26,16555,4463
K02000001,United Kingdom,overview,2020-04-25,16604,4913
K02000001,United Kingdom,overview,2020-04-24,17063,5386
K02000001,United Kingdom,overview,2020-04-23,17867,4583
K02000001,United Kingdom,overview,2020-04-22,18533,4451
K02000001,United Kingdom,overview,2020-04-21,19139,4301
K02000001,United Kingdom,overview,2020-04-20,19331,4676
K02000001,United Kingdom,overview,2020-04-19,19574,5850
K02000001,United Kingdom,overview,2020-04-18,19456,5526
K02000001,United Kingdom,overview,2020-04-17,19330,5599
K02000001,United Kingdom,overview,2020-04-16,20389,4618
K02000001,United Kingdom,overview,2020-04-15,20582,4605
K02000001,United Kingdom,overview,2020-04-14,21281,5252
K02000001,United Kingdom,overview,2020-04-13,21308,4342
K02000001,United Kingdom,overview,2020-04-12,21687,5288
K02000001,United Kingdom,overview,2020-04-11,21254,5234
K02000001,United Kingdom,overview,2020-04-10,21280,5706
K02000001,United Kingdom,overview,2020-04-09,21005,4675
K02000001,United Kingdom,overview,2020-04-08,20740,5865
K02000001,United Kingdom,overview,2020-04-07,20234,3888
K02000001,United Kingdom,overview,2020-04-06,19493,4143
K02000001,United Kingdom,overview,2020-04-05,18855,6199
K02000001,United Kingdom,overview,2020-04-04,17502,4000
K02000001,United Kingdom,overview,2020-04-03,15546,4672
K02000001,United Kingdom,overview,2020-04-02,13875,4522
K02000001,United Kingdom,overview,2020-04-01,13637,4567
K02000001,United Kingdom,overview,2020-03-31,12597,3250
K02000001,United Kingdom,overview,2020-03-30,11093,2665
K02000001,United Kingdom,overview,2020-03-29,9525,2502
K02000001,United Kingdom,overview,2020-03-28,8278,2556
K02000001,United Kingdom,overview,2020-03-27,7267,2890
K02000001,United Kingdom,overview,2020-03-26,,2129
K02000001,United Kingdom,overview,2020-03-25,,1452
K02000001,United Kingdom,overview,2020-03-24,,1427
K02000001,United Kingdom,overview,2020-03-23,,967
K02000001,United Kingdom,overview,2020-03-22,,665
K02000001,United Kingdom,overview,2020-03-21,,1035
K02000001,United Kingdom,overview,2020-03-20,,714
K02000001,United Kingdom,overview,2020-03-19,,643
K02000001,United Kingdom,overview,2020-03-18,,676
K02000001,United Kingdom,overview,2020-03-17,,407
K02000001,United Kingdom,overview,2020-03-16,,152
K02000001,United Kingdom,overview,2020-03-15,,330
K02000001,United Kingdom,overview,2020-03-14,,264
K02000001,United Kingdom,overview,2020-03-13,,207
K02000001,United Kingdom,overview,2020-03-12,,134
K02000001,United Kingdom,overview,2020-03-11,,83
K02000001,United Kingdom,overview,2020-03-10,,52
K02000001,United Kingdom,overview,2020-03-09,,50
K02000001,United Kingdom,overview,2020-03-08,,65
K02000001,United Kingdom,overview,2020-03-07,,46
K02000001,United Kingdom,overview,2020-03-06,,46
K02000001,United Kingdom,overview,2020-03-05,,29
K02000001,United Kingdom,overview,2020-03-04,,34
K02000001,United Kingdom,overview,2020-03-03,,11
K02000001,United Kingdom,overview,2020-03-02,,5
K02000001,United Kingdom,overview,2020-03-01,,12
K02000001,United Kingdom,overview,2020-02-29,,4
K02000001,United Kingdom,overview,2020-02-28,,6
K02000001,United Kingdom,overview,2020-02-27,,0
K02000001,United Kingdom,overview,2020-02-26,,0
K02000001,United Kingdom,overview,2020-02-25,,0
K02000001,United Kingdom,overview,2020-02-24,,4
K02000001,United Kingdom,overview,2020-02-23,,0
K02000001,United Kingdom,overview,2020-02-22,,0
K02000001,United Kingdom,overview,2020-02-21,,0
K02000001,United Kingdom,overview,2020-02-20,,0
K02000001,United Kingdom,overview,2020-02-19,,0
K02000001,United Kingdom,overview,2020-02-18,,0
K02000001,United Kingdom,overview,2020-02-17,,0
K02000001,United Kingdom,overview,2020-02-16,,0
K02000001,United Kingdom,overview,2020-02-15,,0
K02000001,United Kingdom,overview,2020-02-14,,0
K02000001,United Kingdom,overview,2020-02-13,,1
K02000001,United Kingdom,overview,2020-02-12,,0
K02000001,United Kingdom,overview,2020-02-11,,0
K02000001,United Kingdom,overview,2020-02-10,,4
K02000001,United Kingdom,overview,2020-02-09,,1
K02000001,United Kingdom,overview,2020-02-08,,0
K02000001,United Kingdom,overview,2020-02-07,,0
K02000001,United Kingdom,overview,2020-02-06,,1
K02000001,United Kingdom,overview,2020-02-05,,0
K02000001,United Kingdom,overview,2020-02-04,,0
K02000001,United Kingdom,overview,2020-02-03,,0
K02000001,United Kingdom,overview,2020-02-02,,0
K02000001,United Kingdom,overview,2020-02-01,,0
K02000001,United Kingdom,overview,2020-01-31,,2
